mmitzrach,mida,mishkal
2237,2000,1000
2241,100,27
2241,700,1
2241,2000,1000
2242,501,26
2242,502,48
2242,503,76
2242,700,1
2242,2000,1000
2243,101,1.299999952316284
2243,102,5
2243,103,8
2243,104,12.5
2243,700,1
2243,2000,1000
2244,100,10
2244,700,1
2244,2000,1000
2245,101,4.099999904632568
2245,700,1
2245,2000,1000
2246,700,1
2246,801,21
2246,802,34
2246,803,47
2246,2000,1000
2248,102,13
2248,103,17.5
2248,104,22
2248,700,1
2248,2000,1000
2249,100,16.60000038146973
2249,700,1
2249,2000,1000
2250,102,8
2250,700,1
2250,900,500
2250,2000,1000
2258,100,45
2258,102,20
2258,700,1
2258,2000,1000
2261,100,45
2261,102,20
2261,700,1
2261,2000,1000
2264,100,33
2264,700,1
2264,2000,1000
2265,100,40
2265,102,17
2265,700,1
2265,2000,1000
2266,102,22
2266,700,1
2266,2000,1000
2267,100,14.30000019073486
2267,700,1
2267,2000,1000
2269,100,11.19999980926514
2269,700,1
2269,2000,1000
2270,100,13
2270,700,1
2270,2000,1000
2271,100,10
2271,700,1
2271,900,500
2271,2000,1000
2279,100,5
2279,700,1
2279,903,200
2279,2000,1000
2280,100,18
2280,700,1
2280,901,200
2280,2000,1000
2281,100,11
2281,101,3
2281,700,1
2281,2000,1000
2282,100,11
2282,700,1
2282,901,300
2282,2000,1000
2283,100,8.300000190734863
2283,700,1
2283,2000,1000
2285,100,2.099999904632568
2285,700,1
2285,900,50
2285,2000,1000
2286,100,2.099999904632568
2286,700,1
2286,900,50
2286,2000,1000
2287,100,2.099999904632568
2287,700,1
2287,900,50
2287,2000,1000
2288,100,3.900000095367432
2288,700,1
2288,2000,1000
2289,100,14
2289,700,1
2289,2000,1000
2290,100,14
2290,700,1
2290,2000,1000
2291,100,30
2291,700,1
2291,2000,1000
2293,100,2
2293,700,1
2293,2000,1000
2295,100,12
2295,700,1
2295,900,400
2295,2000,1000
2296,100,7
2296,700,1
2296,2000,1000
2298,100,6
2298,700,1
2298,2000,1000
2300,100,12
2300,700,1
2300,2000,1000
2301,100,9
2301,700,1
2301,2000,1000
2302,100,10
2302,700,1
2302,2000,1000
2304,100,13
2304,700,1
2304,2000,1000
2305,100,13
2305,700,1
2305,2000,1000
2314,100,7.5
2314,207,100
2314,700,1
2314,1003,500
2314,2000,1000
2316,102,13
2316,103,17.5
2316,104,22
2316,700,1
2316,2000,1000
2318,100,15
2318,700,1
2318,900,400
2318,2000,1000
2320,102,25
2320,700,1
2320,2000,1000
2321,102,25
2321,700,1
2321,2000,1000
2322,102,25
2322,700,1
2322,2000,1000
2325,100,10.5
2325,700,1
2325,2000,1000
2326,700,1
2326,902,100
2326,1207,8.300000190734863
2326,2000,1000
2328,100,12.5
2328,700,1
2328,2000,1000
2329,100,9.800000190734863
2329,700,1
2329,2000,1000
2330,100,6
2330,101,2.099999904632568
2330,700,1
2330,900,100
2330,1207,6
2330,2000,1000
2331,100,10
2331,700,1
2331,2000,1000
2334,100,17
2334,700,1
2334,2000,1000
2335,100,8.5
2335,700,1
2335,2000,1000
2336,100,8.5
2336,700,1
2336,2000,1000
2340,100,7
2340,700,1
2340,900,200
2340,2000,1000
2342,100,7
2342,700,1
2342,900,200
2342,2000,1000
2346,100,12.5
2346,700,1
2346,2000,1000
2349,102,6
2349,103,8.5
2349,700,1
2349,2000,1000
2351,100,20
2351,700,1
2351,2000,1000
2352,100,5
2352,700,1
2352,2000,1000
2353,102,15
2353,103,21
2353,104,36
2353,700,1
2353,2000,1000
2354,100,9
2354,700,1
2354,2000,1000
2355,102,14
2355,103,29
2355,700,1
2355,2000,1000
2356,100,11.69999980926514
2356,700,1
2356,2000,1000
2359,100,1
2359,700,1
2359,900,1
2359,2000,1000
2360,100,22
2360,102,12
2360,104,40
2360,700,1
2360,900,175
2360,2000,1000
2361,100,22
2361,700,1
2361,2000,1000
2362,100,13
2362,700,1
2362,2000,1000
2364,100,10.39999961853027
2364,700,1
2364,2000,1000
2367,100,28
2367,700,1
2367,900,750
2367,2000,1000
2368,100,6.599999904632568
2368,700,1
2368,900,100
2368,2000,1000
2369,100,6
2369,700,1
2369,2000,1000
2370,100,8.300000190734863
2370,700,1
2370,2000,1000
2371,700,1
2371,900,400
2371,2000,1000
2373,100,17
2373,700,1
2373,900,130
2373,2000,1000
2377,100,6.5
2377,700,1
2377,900,100
2377,2000,1000
2380,700,1
2380,900,200
2380,2000,1000
2381,100,10.89999961853027
2381,700,1
2381,2000,1000
2383,102,4
2383,103,12
2383,104,22
2383,700,1
2383,2000,1000
2384,100,22
2384,700,1
2384,2000,1000
2386,100,22
2386,700,1
2386,2000,1000
2387,700,1
2387,900,200
2387,2000,1000
2388,100,8.800000190734863
2388,700,1
2388,2000,1000
2390,100,16.5
2390,700,1
2390,2000,1000
2392,100,8
2392,104,26
2392,700,1
2392,2000,1000
2398,502,74
2398,700,1
2398,2000,1000
2400,700,1
2400,800,130
2400,2000,1000
2401,100,85
2401,700,1
2401,2000,1000
2405,501,26
2405,502,48
2405,503,76
2405,700,1
2405,2000,1000
2409,501,77
2409,502,136
2409,503,190
2409,700,1
2409,2000,1000
2410,700,1
2410,801,77
2410,802,136
2410,803,190
2410,2000,1000
2411,100,38
2411,700,1
2411,2000,1000
2413,501,48
2413,502,60
2413,503,86
2413,700,1
2413,2000,1000
2414,501,48
2414,502,60
2414,503,86
2414,700,1
2414,2000,1000
2416,102,41
2416,103,76
2416,104,152
2416,700,1
2416,2000,1000
2417,103,216
2417,104,230
2417,700,1
2417,2000,1000
2420,100,47
2420,700,1
2420,2000,1000
2421,200,230
2421,700,1
2421,802,200
2421,803,300
2421,2000,1000
2422,500,74
2422,700,1
2422,2000,1000
2423,200,230
2423,700,1
2423,802,200
2423,803,300
2423,2000,1000
2425,700,1
2425,2000,1000
2426,700,1
2426,2000,1000
2427,100,38
2427,700,1
2427,2000,1000
2428,100,32
2428,700,1
2428,2000,1000
2429,100,38
2429,700,1
2429,2000,1000
2430,700,1
2430,2000,1000
2432,102,18
2432,103,32
2432,700,1
2432,2000,1000
2434,100,55
2434,700,1
2434,2000,1000
2437,100,7
2437,700,1
2437,2000,1000
2438,102,9.5
2438,103,14
2438,700,1
2438,2000,1000
2441,700,1
2441,800,100
2441,2000,1000
2442,700,1
2442,802,92
2442,803,159
2442,2000,1000
2443,102,9.5
2443,103,14
2443,700,1
2443,2000,1000
2445,100,45
2445,700,1
2445,2000,1000
2446,100,36
2446,104,60
2446,700,1
2446,2000,1000
2447,100,62
2447,104,166
2447,700,1
2447,2000,1000
2450,100,82
2450,700,1
2450,2000,1000
2451,100,85
2451,102,50
2451,700,1
2451,2000,1000
2453,100,17
2453,700,1
2453,2000,1000
2454,100,26
2454,700,1
2454,2000,1000
2455,100,26
2455,700,1
2455,2000,1000
2456,100,17
2456,700,1
2456,2000,1000
2457,100,26
2457,700,1
2457,900,156
2457,2000,1000
2458,100,25
2458,700,1
2458,900,150
2458,2000,1000
2460,700,1
2460,900,100
2460,2000,1000
2461,100,25
2461,700,1
2461,2000,1000
2463,100,25
2463,700,1
2463,2000,1000
2464,100,25
2464,700,1
2464,2000,1000
2465,100,25
2465,700,1
2465,2000,1000
2470,100,21
2470,700,1
2470,900,105
2470,2000,1000
2473,100,21
2473,700,1
2473,2000,1000
2474,100,40
2474,700,1
2474,2000,1000
2475,100,30
2475,700,1
2475,2000,1000
2476,100,20
2476,700,1
2476,900,120
2476,2000,1000
2478,700,1
2478,900,100
2478,2000,1000
2480,100,20
2480,700,1
2480,2000,1000
2482,100,50
2482,700,1
2482,2000,1000
2484,100,43
2484,700,1
2484,2000,1000
2485,100,28
2485,700,1
2485,2000,1000
2486,100,39
2486,700,1
2486,2000,1000
2487,100,28
2487,700,1
2487,2000,1000
2488,100,65
2488,700,1
2488,2000,1000
2490,100,30
2490,700,1
2490,2000,1000
2491,100,6
2491,700,1
2491,2000,1000
2493,100,10
2493,700,1
2493,2000,1000
2496,100,10
2496,700,1
2496,2000,1000
2497,100,10
2497,700,1
2497,2000,1000
2499,100,10
2499,700,1
2499,2000,1000
2504,102,3.400000095367432
2504,700,1
2504,2000,1000
2506,100,6
2506,700,1
2506,2000,1000
2507,100,6
2507,700,1
2507,2000,1000
2509,100,1.600000023841858
2509,700,1
2509,2000,1000
2511,100,2.099999904632568
2511,700,1
2511,2000,1000
2512,100,6
2512,700,1
2512,2000,1000
2514,100,4.699999809265137
2514,700,1
2514,2000,1000
2516,100,2.200000047683716
2516,700,1
2516,2000,1000
2518,100,8
2518,700,1
2518,900,300
2518,905,150
2518,2000,1000
2519,100,6
2519,700,1
2519,2000,1000
2520,100,8
2520,700,1
2520,900,250
2520,905,125
2520,2000,1000
2521,100,5.400000095367432
2521,700,1
2521,2000,1000
2522,100,8
2522,700,1
2522,900,250
2522,905,125
2522,2000,1000
2523,100,8
2523,700,1
2523,2000,1000
2525,100,17
2525,700,1
2525,2000,1000
2528,100,15
2528,700,1
2528,2000,1000
2530,100,0.800000011920929
2530,700,1
2530,2000,1000
2531,100,1.350000023841858
2531,700,1
2531,900,200
2531,2000,1000
2534,100,33
2534,700,1
2534,2000,1000
2535,100,28.5
2535,700,1
2535,2000,1000
2536,100,30
2536,700,1
2536,2000,1000
2537,200,140
2537,300,9
2537,400,3
2537,700,1
2537,2000,1000
2538,100,30
2538,700,1
2538,2000,1000
2539,100,34
2539,700,1
2539,2000,1000
2540,100,30
2540,700,1
2540,2000,1000
2542,700,1
2542,900,200
2542,2000,1000
2544,700,1
2544,900,200
2544,2000,1000
2545,100,29
2545,700,1
2545,2000,1000
2552,100,11.5
2552,101,2
2552,103,5.5
2552,700,1
2552,2000,1000
2553,100,4.5
2553,700,1
2553,2000,1000
2554,102,2
2554,103,5.5
2554,104,11.5
2554,700,1
2554,900,130
2554,2000,1000
2556,100,11.5
2556,700,1
2556,900,100
2556,2000,1000
2558,100,11.5
2558,700,1
2558,900,100
2558,2000,1000
2560,100,5.5
2560,700,1
2560,900,150
2560,2000,1000
2561,100,6
2561,700,1
2561,2000,1000
2562,100,5.5
2562,700,1
2562,900,150
2562,2000,1000
2563,100,5.5
2563,700,1
2563,900,150
2563,2000,1000
2565,100,2.099999904632568
2565,700,1
2565,900,80
2565,2000,1000
2566,100,11.5
2566,101,2
2566,103,5.5
2566,700,1
2566,2000,1000
2568,100,1.5
2568,700,1
2568,900,100
2568,2000,1000
2569,100,1.5
2569,700,1
2569,900,100
2569,2000,1000
2570,100,1.5
2570,700,1
2570,900,100
2570,2000,1000
2572,100,9
2572,700,1
2572,2000,1000
2573,100,9
2573,700,1
2573,2000,1000
2574,100,6
2574,700,1
2574,2000,1000
2576,100,8.5
2576,700,1
2576,2000,1000
2577,100,9
2577,700,1
2577,2000,1000
2578,100,0.4000000059604645
2578,700,1
2578,900,350
2578,903,80
2578,905,15
2578,911,60
2578,2000,1000
2580,100,0.800000011920929
2580,700,1
2580,903,40
2580,2000,1000
2581,100,1
2581,103,60
2581,300,4
2581,700,1
2581,900,200
2581,903,25
2581,912,80
2581,2000,1000
2582,700,1
2582,903,55
2582,2000,1000
2583,700,1
2583,903,30
2583,2000,1000
2584,100,1.799999952316284
2584,200,60
2584,700,1
2584,911,60
2584,2000,1000
2585,100,1
2585,700,1
2585,900,480
2585,903,70
2585,911,40
2585,912,200
2585,2000,1000
2586,100,1.799999952316284
2586,700,1
2586,903,140
2586,911,35
2586,912,80
2586,2000,1000
2588,700,1
2588,900,400
2588,2000,1000
2589,200,8
2589,700,1
2589,2000,1000
2590,200,8
2590,700,1
2590,2000,1000
2591,700,1
2591,900,300
2591,903,100
2591,2000,1000
2592,200,8
2592,700,1
2592,2000,1000
2594,200,8
2594,700,1
2594,2000,1000
2595,200,10
2595,300,2
2595,700,1
2595,2000,1000
2598,100,0.3499999940395355
2598,104,4.5
2598,105,13
2598,700,1
2598,903,400
2598,912,800
2598,2000,1000
2599,700,1
2599,2000,1000
2600,100,0.3499999940395355
2600,700,1
2600,903,400
2600,2000,1000
2601,200,48
2601,700,1
2601,903,150
2601,912,400
2601,1213,4.5
2601,1214,1
2601,2000,1000
2603,100,1
2603,700,1
2603,2000,1000
2606,100,46
2606,700,1
2606,2000,1000
2607,700,1
2607,2000,1000
2608,100,60
2608,700,1
2608,2000,1000
2609,100,110
2609,700,1
2609,900,440
2609,2000,1000
2610,501,32
2610,502,59
2610,503,93
2610,700,1
2610,2000,1000
2611,700,1
2611,2000,1000
2612,700,1
2612,2000,1000
2614,700,1
2614,2000,1000
2617,200,38
2617,700,1
2617,2000,1000
2620,700,1
2620,2000,1000
2621,200,160
2621,300,6
2621,700,1
2621,801,70
2621,802,170
2621,803,270
2621,2000,1000
2622,200,146
2622,300,21
2622,400,7
2622,700,1
2622,800,98
2622,903,500
2622,2000,1000
2623,200,194
2623,300,21
2623,400,7
2623,700,1
2623,800,170
2623,2000,1000
2624,200,194
2624,300,21
2624,400,7
2624,700,1
2624,800,194
2624,2000,1000
2625,200,194
2625,300,21
2625,400,7
2625,700,1
2625,800,194
2625,2000,1000
2627,700,1
2627,800,200
2627,2000,1000
2628,200,194
2628,300,21
2628,400,7
2628,700,1
2628,800,194
2628,2000,1000
2629,700,1
2629,800,200
2629,2000,1000
2630,200,194
2630,300,21
2630,400,7
2630,700,1
2630,800,194
2630,2000,1000
2632,700,1
2632,801,130
2632,802,200
2632,803,270
2632,2000,1000
2634,100,50
2634,700,1
2634,2000,1000
2638,700,1
2638,2000,1000
2639,700,1
2639,2000,1000
2640,700,1
2640,2000,1000
2642,700,1
2642,800,250
2642,2000,1000
2645,200,150
2645,700,1
2645,801,100
2645,802,150
2645,803,200
2645,2000,1000
2646,200,150
2646,700,1
2646,801,100
2646,802,150
2646,803,200
2646,2000,1000
2647,300,14
2647,700,1
2647,800,200
2647,2000,1000
2649,700,1
2649,800,200
2649,2000,1000
2651,700,1
2651,2000,1000
2652,700,1
2652,800,200
2652,2000,1000
2653,200,158
2653,300,12
2653,400,5
2653,700,1
2653,801,85
2653,802,177
2653,803,316
2653,2000,1000
2655,700,1
2655,801,200
2655,802,300
2655,803,400
2655,2000,1000
2659,200,160
2659,700,1
2659,2000,1000
2661,700,1
2661,2000,1000
2665,200,162
2665,300,28
2665,400,13
2665,700,1
2665,2000,1000
2667,200,200
2667,700,1
2667,2000,1000
2668,200,168
2668,300,14
2668,400,5
2668,700,1
2668,2000,1000
2669,200,168
2669,700,1
2669,800,64
2669,2000,1000
2670,200,168
2670,700,1
2670,800,66
2670,2000,1000
2671,200,170
2671,700,1
2671,2000,1000
2672,700,1
2672,1005,200
2672,2000,1000
2674,700,1
2674,801,115
2674,802,245
2674,803,375.7999877929688
2674,2000,1000
2675,300,25
2675,700,1
2675,2000,1000
2676,700,1
2676,1005,200
2676,2000,1000
2678,300,14
2678,301,6
2678,302,48
2678,400,6
2678,401,4
2678,402,8
2678,700,1
2678,900,1000
2678,2000,1000
2679,200,250
2679,700,1
2679,2000,1000
2680,700,1
2680,2000,1000
2681,700,1
2681,2000,1000
2682,308,5
2682,700,1
2682,2000,1000
2683,308,5
2683,700,1
2683,903,200
2683,2000,1000
2684,308,5
2684,700,1
2684,2000,1000
2685,300,8
2685,400,3
2685,700,1
2685,2000,1000
2686,700,1
2686,2000,1000
2688,700,1
2688,2000,1000
2689,300,10
2689,400,3
2689,700,1
2689,900,80
2689,2000,1000
2690,300,10
2690,400,3
2690,700,1
2690,900,95
2690,903,100
2690,2000,1000
2691,200,140
2691,300,8
2691,400,3
2691,700,1
2691,903,200
2691,2000,1000
2692,700,1
2692,2000,1000
2694,200,89
2694,300,8
2694,400,2.5
2694,700,1
2694,2000,1000
2701,308,5
2701,700,1
2701,2000,1000
2702,700,1
2702,2000,1000
2703,700,1
2703,2000,1000
2704,308,5
2704,700,1
2704,2000,1000
2705,700,1
2705,2000,1000
2706,700,1
2706,2000,1000
2710,200,85
2710,700,1
2710,2000,1000
2711,301,2
2711,302,4
2711,400,1
2711,700,1
2711,2000,1000
2712,200,85
2712,700,1
2712,2000,1000
2713,301,2
2713,302,4
2713,400,1
2713,700,1
2713,2000,1000
2714,200,85
2714,300,18
2714,400,6
2714,700,1
2714,2000,1000
2720,200,158
2720,700,1
2720,2000,1000
2721,200,158
2721,300,11
2721,700,1
2721,801,85
2721,802,177
2721,803,316
2721,2000,1000
2722,200,158
2722,700,1
2722,801,85
2722,802,177
2722,803,316
2722,2000,1000
2726,200,190
2726,700,1
2726,2000,1000
2727,200,126
2727,302,12
2727,700,1
2727,2000,1000
2729,300,12
2729,700,1
2729,2000,1000
2730,200,185
2730,700,1
2730,2000,1000
2731,200,130
2731,700,1
2731,2000,1000
2732,200,126
2732,302,12
2732,700,1
2732,2000,1000
2733,200,126
2733,302,12
2733,700,1
2733,2000,1000
2734,200,185
2734,700,1
2734,2000,1000
2737,200,180
2737,300,12
2737,400,4
2737,700,1
2737,2000,1000
2739,200,230
2739,700,1
2739,802,200
2739,803,300
2739,2000,1000
2740,308,5
2740,700,1
2740,2000,1000
2741,700,1
2741,2000,1000
2742,700,1
2742,2000,1000
2743,308,5
2743,700,1
2743,903,200
2743,2000,1000
2749,300,9
2749,400,2.5
2749,700,1
2749,2000,1000
2750,200,130
2750,300,12
2750,400,6
2750,700,1
2750,2000,1000
2751,200,130
2751,300,12
2751,400,6
2751,700,1
2751,2000,1000
2753,200,135
2753,300,23
2753,700,1
2753,2000,1000
2755,700,1
2755,801,150
2755,802,250
2755,803,350
2755,2000,1000
2756,700,1
2756,801,130
2756,802,260
2756,803,390
2756,2000,1000
2761,200,162
2761,300,14
2761,700,1
2761,801,50
2761,802,100
2761,803,200
2761,2000,1000
2762,700,1
2762,801,150
2762,802,250
2762,803,350
2762,2000,1000
2768,200,150
2768,300,15
2768,400,5
2768,700,1
2768,903,350
2768,2000,1000
2769,200,184
2769,300,18
2769,400,3
2769,700,1
2769,2000,1000
2770,200,150
2770,300,15
2770,400,5
2770,700,1
2770,2000,1000
2771,200,170
2771,700,1
2771,2000,1000
2772,200,185
2772,300,14
2772,700,1
2772,2000,1000
2773,200,185
2773,300,14
2773,700,1
2773,2000,1000
2774,308,5
2774,700,1
2774,2000,1000
2775,308,5
2775,700,1
2775,2000,1000
2777,200,158
2777,300,12
2777,400,5
2777,700,1
2777,801,85
2777,802,177
2777,803,316
2777,2000,1000
2780,200,158
2780,300,12
2780,400,5
2780,700,1
2780,801,85
2780,802,177
2780,803,316
2780,2000,1000
2782,700,1
2782,800,80
2782,2000,1000
2784,200,158
2784,300,12
2784,400,5
2784,700,1
2784,801,85
2784,802,177
2784,803,316
2784,2000,1000
2785,200,158
2785,300,12
2785,400,5
2785,700,1
2785,801,85
2785,802,177
2785,803,316
2785,2000,1000
2787,200,158
2787,300,12
2787,400,5
2787,700,1
2787,801,85
2787,802,177
2787,803,316
2787,2000,1000
2789,200,158
2789,300,12
2789,400,5
2789,700,1
2789,801,85
2789,802,177
2789,803,316
2789,2000,1000
2790,200,158
2790,300,12
2790,400,5
2790,700,1
2790,801,85
2790,802,177
2790,803,316
2790,2000,1000
2791,200,158
2791,300,12
2791,400,25
2791,700,1
2791,801,85
2791,802,177
2791,803,316
2791,2000,1000
2792,200,158
2792,300,12
2792,400,5
2792,700,1
2792,801,85
2792,802,177
2792,803,316
2792,2000,1000
2794,200,158
2794,300,12
2794,400,5
2794,700,1
2794,801,85
2794,802,177
2794,803,316
2794,2000,1000
2795,200,158
2795,300,12
2795,400,5
2795,700,1
2795,801,85
2795,802,177
2795,803,316
2795,2000,1000
2797,200,158
2797,300,12
2797,400,5
2797,700,1
2797,801,85
2797,802,177
2797,803,316
2797,2000,1000
2799,200,158
2799,300,12
2799,400,5
2799,700,1
2799,801,85
2799,802,177
2799,803,316
2799,2000,1000
2801,200,158
2801,300,12
2801,400,5
2801,700,1
2801,801,85
2801,802,177
2801,803,316
2801,2000,1000
2803,200,158
2803,300,12
2803,400,5
2803,700,1
2803,801,85
2803,802,177
2803,803,316
2803,2000,1000
2804,200,158
2804,300,12
2804,400,5
2804,700,1
2804,801,85
2804,802,177
2804,803,316
2804,2000,1000
2807,300,11
2807,700,1
2807,2000,1000
2810,200,165
2810,300,12.5
2810,400,5
2810,700,1
2810,801,88.5
2810,802,184
2810,803,329
2810,2000,1000
2813,308,5
2813,700,1
2813,2000,1000
2814,700,1
2814,2000,1000
2815,700,1
2815,2000,1000
2816,700,1
2816,800,100
2816,2000,1000
2818,200,30
2818,700,1
2818,801,30
2818,802,60
2818,2000,1000
2819,200,32
2819,700,1
2819,801,30
2819,802,60
2819,2000,1000
2821,200,30
2821,700,1
2821,801,30
2821,802,60
2821,2000,1000
2822,200,30
2822,700,1
2822,801,30
2822,802,60
2822,2000,1000
2823,100,1
2823,200,54
2823,700,1
2823,801,30
2823,802,60
2823,900,375
2823,2000,1000
2824,700,1
2824,801,30
2824,802,60
2824,900,475
2824,2000,1000
2826,200,35
2826,300,4
2826,700,1
2826,801,30
2826,802,60
2826,900,500
2826,905,30
2826,2000,1000
2828,200,30
2828,700,1
2828,801,30
2828,802,60
2828,2000,1000
2831,200,28
2831,700,1
2831,801,30
2831,802,60
2831,2000,1000
2832,200,36
2832,700,1
2832,801,30
2832,802,60
2832,2000,1000
2833,700,1
2833,801,30
2833,802,60
2833,900,500
2833,2000,1000
2834,700,1
2834,801,30
2834,802,60
2834,900,500
2834,2000,1000
2835,200,60
2835,700,1
2835,801,30
2835,802,60
2835,2000,1000
2836,200,30
2836,700,1
2836,801,30
2836,802,60
2836,905,28
2836,2000,1000
2837,200,30
2837,700,1
2837,801,30
2837,802,60
2837,2000,1000
2838,200,30
2838,700,1
2838,801,30
2838,802,60
2838,2000,1000
2841,200,40
2841,700,1
2841,801,30
2841,802,60
2841,2000,1000
2844,200,40
2844,700,1
2844,801,30
2844,802,60
2844,2000,1000
2848,100,0.4000000059604645
2848,200,40
2848,300,4
2848,700,1
2848,801,30
2848,802,60
2848,2000,1000
2849,200,140
2849,300,8
2849,700,1
2849,801,30
2849,802,60
2849,2000,1000
2850,200,140
2850,300,8
2850,700,1
2850,801,30
2850,802,60
2850,2000,1000
2854,200,140
2854,300,8
2854,700,1
2854,801,30
2854,802,60
2854,2000,1000
2856,200,140
2856,300,8
2856,700,1
2856,801,30
2856,802,60
2856,903,400
2856,2000,1000
2859,200,140
2859,300,8
2859,700,1
2859,801,30
2859,802,60
2859,2000,1000
2860,200,140
2860,300,8
2860,700,1
2860,801,30
2860,802,60
2860,2000,1000
2861,300,3
2861,700,1
2861,801,30
2861,802,60
2861,900,500
2861,905,40
2861,2000,1000
2862,200,40
2862,700,1
2862,801,30
2862,802,60
2862,2000,1000
2863,300,4
2863,700,1
2863,801,30
2863,802,60
2863,2000,1000
2868,200,30
2868,700,1
2868,801,30
2868,802,60
2868,2000,1000
2869,301,4
2869,302,9
2869,400,2
2869,700,1
2869,801,30
2869,802,60
2869,2000,1000
2870,200,56
2870,700,1
2870,801,30
2870,802,60
2870,2000,1000
2871,200,61
2871,700,1
2871,801,30
2871,802,60
2871,2000,1000
2872,200,59
2872,700,1
2872,801,30
2872,802,60
2872,2000,1000
2874,200,46
2874,300,5
2874,700,1
2874,801,30
2874,802,60
2874,900,450
2874,905,40
2874,2000,1000
2876,700,1
2876,800,30
2876,2000,1000
2879,700,1
2879,903,500
2879,2000,1000
2880,200,46
2880,300,2
2880,400,1
2880,700,1
2880,801,30
2880,802,60
2880,2000,1000
2881,200,30
2881,700,1
2881,801,30
2881,802,60
2881,2000,1000
2882,200,31
2882,700,1
2882,801,30
2882,802,60
2882,2000,1000
2883,200,114
2883,300,6
2883,302,10
2883,400,2
2883,700,1
2883,801,30
2883,802,60
2883,2000,1000
2884,200,42
2884,700,1
2884,801,30
2884,802,60
2884,900,500
2884,905,45
2884,2000,1000
2889,200,40
2889,700,1
2889,801,30
2889,802,60
2889,905,25
2889,2000,1000
2890,100,18
2890,700,1
2890,801,30
2890,802,60
2890,2000,1000
2891,300,9
2891,400,3
2891,700,1
2891,2000,1000
2892,101,0.1000000014901161
2892,200,36
2892,700,1
2892,801,30
2892,802,60
2892,2000,1000
2894,300,4
2894,400,2
2894,700,1
2894,2000,1000
2896,300,18
2896,400,6
2896,700,1
2896,802,150
2896,803,260
2896,2000,1000
2898,700,1
2898,801,30
2898,802,60
2898,2000,1000
2899,300,4
2899,400,2
2899,700,1
2899,2000,1000
2900,200,118
2900,400,2.5
2900,700,1
2900,2000,1000
2902,200,140
2902,700,1
2902,2000,1000
2903,700,1
2903,800,230
2903,2000,1000
2907,700,1
2907,800,93
2907,2000,1000
2908,700,1
2908,800,93
2908,2000,1000
2910,100,150
2910,700,1
2910,2000,1000
2911,700,1
2911,900,500
2911,2000,1000
2913,700,1
2913,801,100
2913,802,150
2913,803,300
2913,2000,1000
2914,700,1
2914,801,100
2914,802,150
2914,803,300
2914,2000,1000
2915,700,1
2915,801,100
2915,802,150
2915,803,300
2915,2000,1000
2919,700,1
2919,2000,1000
2920,100,322
2920,700,1
2920,2000,1000
2921,100,70
2921,700,1
2921,2000,1000
